a2r211c;SPG;1;0;1000;11600;0;0;50;988;11478;0;0;38;0.002;81000.000000;90000.000000;10.000000;1;1;1;988.000;11478.000;0.000;0.000;38.000;0.007;966658;81000.000000;90000.000000;10.000000;4430660;20634723;757568;264468;10025;6213761;29490;560422092;0.007;10.003;8.652;3600.088;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
alue7080;alue;1;0;34479;110988;0;0;2344;30447;102921;0;0;2305;0.094;61452.000000;63414.000000;3.093954;1;1;1;30447.000;102921.000;0.000;0.000;2305.000;0.386;13678;61452.000000;63414.000000;3.093954;3617757;33003234;281535;166947;52156;1945662;35264;38482114;0.422;10.234;0.904;3601.860;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
alut2625;alut;1;0;36711;136234;0;0;879;36147;135105;0;0;878;0.062;34212.000000;36742.000000;6.885853;1;1;1;36147.000;135105.000;0.000;0.000;878.000;0.538;10760;34212.000000;36742.000000;6.885853;2837108;22952486;52167;113787;103302;906442;50706;28632492;0.597;10.211;0.772;3603.173;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
bipa2p;bip;1;0;3300;36146;0;0;300;3140;35726;0;0;300;0.052;33715.000000;38792.000000;13.087750;1;1;1;3140.000;35726.000;0.000;0.000;300.000;0.084;119991;33715.000000;36530.000000;7.705995;160856;186073;290265;16609;530;1411570;5395;85579584;0.025;0.016;2819.455;3600.202;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
bipa2u;bip;1;0;3300;36146;0;0;300;3140;35826;0;0;300;0.008;306.000000;371.000000;17.520216;1;1;1;3140.000;35826.000;0.000;0.000;300.000;0.024;2051423;306.000000;354.000000;13.559322;761732;48778536;2255863;1040177;0;752;5301;106286121;0.017;10.028;12.499;3600.087;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
cc12-2n;pucn;1;0;4096;49148;0;0;473;3921;48630;0;0;298;0.012;586.000000;671.000000;12.667660;1;1;1;3921.000;48630.000;0.000;0.000;298.000;0.032;4168;586.000000;671.000000;12.667660;37376;143647;8165;29;0;33465;5664;2206627;0.037;10.412;3.924;137.302;1;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
cc12-2p;cc;1;0;4096;49148;0;0;473;4096;49148;0;0;473;0.014;114739.000000;131434.000000;12.702193;1;1;1;4096.000;49148.000;0.000;0.000;473.000;2.235;27661;114739.000000;131434.000000;12.702193;436452;1180573;92749;5817;1102;431786;5849;21378967;0.808;10.016;0.906;3601.763;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
cc12-2u;cc;1;0;4096;49148;0;0;473;4096;49148;0;0;473;0.005;1111.000000;1327.000000;16.277317;1;1;1;4096.000;49148.000;0.000;0.000;473.000;0.794;3417;1111.000000;1327.000000;16.277317;807;1282;1189;0;0;2845;5246;20951;0.362;10.201;0.756;176.693;1;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
cc3-12n;pucn;1;0;1728;57024;0;0;74;1728;57024;0;0;74;0.005;86.000000;130.000000;33.846154;1;1;1;1728.000;57024.000;0.000;0.000;74.000;0.023;498175;86.000000;130.000000;33.846154;20927076;32668885;623514;75154;97;1840314;2275;997685425;0.023;10.279;6.227;3600.291;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
cc3-12p;cc;1;0;1728;57024;0;0;74;1728;57024;0;0;74;0.024;17714.000000;21059.000000;15.883945;1;1;1;1728.000;57024.000;0.000;0.000;74.000;0.876;155038;17714.000000;20059.000000;11.690513;854997;3290670;163502;50550;6863;2027701;7880;83605497;0.179;10.005;2975.917;3600.331;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
cc3-12u;cc;1;0;1728;57024;0;0;74;1728;57024;0;0;74;0.005;164.000000;205.000000;20.000000;1;1;1;1728.000;57024.000;0.000;0.000;74.000;0.061;278121;164.000000;201.000000;18.407960;1137746;19668765;204571;18519;740;15899031;4333;752895591;0.038;10.035;11.010;3600.348;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
d18;d;1;0;1000;50000;0;0;167;928;27595;0;0;95;0.274;222.000000;223.000000;0.448430;1;1;1;317.000;1230.000;0.000;0.000;95.000;0.036;4;223.000000;223.000000;0.000000;2736;6968;2793;534;27;22247;1289;46150;0.015;2.112;2.439;2.486;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
e01;e;1;0;2500;6250;0;0;5;694;2633;0;0;5;0.004;111.000000;111.000000;0.000000;1;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;111.000000;111.000000;0.000000;1013;1737;0;1;1;5;1220;0;0.003;0.000;0.144;0.147;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
e02;e;1;0;2500;6250;0;0;10;717;2680;0;0;10;0.004;214.000000;214.000000;0.000000;1;1;0;0.000;0.000;0.000;0.000;0.000;0.000;0;214.000000;214.000000;0.000000;996;1763;0;2;2;2;1233;0;0.004;0.000;0.143;0.145;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
e03;e;1;0;2500;6250;0;0;417;846;2933;0;0;318;0.006;4013.000000;4013.000000;0.000000;1;1;0;0.000;0.000;0.000;0.000;0.000;0.005;0;4013.000000;4013.000000;0.000000;2273;1353;431;116;48;29;503;827;0.006;0.076;0.206;0.216;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
e04;e;1;0;2500;6250;0;0;625;849;2942;0;0;427;0.007;5101.000000;5101.000000;0.000000;1;1;0;0.000;0.000;0.000;0.000;0.000;0.001;0;5101.000000;5101.000000;0.000000;1786;1237;230;71;33;7;363;0;0.007;0.006;0.136;0.143;0;1;1;0.050000;10;10;1;10;0;0;1;1;1;1;1;1;1;1;1
