name;n;m;lb;ub;bbnodes;valid;time
i640223-r1-d0.75-a0.25;640;357840;7673.540320;7858.000000;0;1;3605.574
i640223-r1-d0.75-a0.50;640;357840;5489.059840;5672.000000;0;1;3615.102
i640223-r1-d1.00-a0.10;640;408960;8735.095002;8978.000000;0;1;3604.477
i640223-r1-d1.00-a0.25;640;408960;7637.443627;7795.000000;0;1;3603.216
i640223-r1-d1.00-a0.50;640;408960;5447.033808;5548.000000;0;1;3602.746
i640224-r0-d0.25-a0.10;640;255600;8518.123391;8749.000000;0;1;3601.248
i640224-r0-d0.25-a0.25;640;255600;7462.738345;7687.000000;0;1;3601.338
i640224-r0-d0.25-a0.50;640;255600;5356.098155;5537.000000;2;1;3601.579
i640224-r0-d0.50-a0.10;640;306720;8468.517695;8852.000000;0;1;3640.184
i640224-r0-d0.50-a0.25;640;306720;7410.810425;7681.000000;0;1;3601.787
i640224-r0-d0.50-a0.50;640;306720;5304.624723;5521.000000;2;1;3602.922
i640224-r0-d0.75-a0.10;640;357840;8429.466363;8753.000000;0;1;3601.948
i640224-r0-d0.75-a0.25;640;357840;7364.734393;7604.000000;0;1;3602.607
i640224-r0-d0.75-a0.50;640;357840;5257.115769;5399.000000;0;1;3602.642
i640224-r0-d1.00-a0.10;640;408960;8391.671098;8651.000000;0;1;3602.544
i640224-r0-d1.00-a0.25;640;408960;7333.300579;7494.000000;0;1;3602.432
i640224-r0-d1.00-a0.50;640;408960;5231.480377;5373.000000;0;1;3620.060
i640224-r1-d0.25-a0.10;640;255600;8535.433279;8752.000000;0;1;3602.378
i640224-r1-d0.25-a0.25;640;255600;7489.391913;7741.000000;0;1;3601.136
i640224-r1-d0.25-a0.50;640;255600;5386.035215;5540.000000;4;1;3601.368
i640224-r1-d0.50-a0.10;640;306720;8490.252534;8751.000000;0;1;3605.550
i640224-r1-d0.50-a0.25;640;306720;7434.926266;7611.000000;0;1;3601.940
i640224-r1-d0.50-a0.50;640;306720;5329.168929;5458.000000;0;1;3601.634
i640224-r1-d0.75-a0.10;640;357840;8446.104411;8633.000000;0;1;3603.129
i640224-r1-d0.75-a0.25;640;357840;7392.942958;7683.000000;0;1;3602.266
i640224-r1-d0.75-a0.50;640;357840;5282.073225;5450.000000;0;1;3601.981
i640224-r1-d1.00-a0.10;640;408960;8406.172973;8614.000000;0;1;3603.888
i640224-r1-d1.00-a0.25;640;408960;7347.098443;7484.000000;0;1;3602.322
i640224-r1-d1.00-a0.50;640;408960;5244.833766;5432.000000;0;1;3607.102
i640225-r0-d0.25-a0.10;640;255600;8062.247453;8238.000000;0;1;3601.233
i640225-r0-d0.25-a0.25;640;255600;7109.879702;7298.000000;0;1;3601.722
i640225-r0-d0.25-a0.50;640;255600;5170.386084;5349.000000;0;1;3601.662
i640225-r0-d0.50-a0.10;640;306720;8005.239014;8187.000000;0;1;3602.903
i640225-r0-d0.50-a0.25;640;306720;7043.143566;7326.000000;0;1;3602.153
i640225-r0-d0.50-a0.50;640;306720;5111.278078;5211.000000;0;1;3610.450
i640225-r0-d0.75-a0.10;640;357840;7980.255971;8082.000000;0;1;3603.646
i640225-r0-d0.75-a0.25;640;357840;7005.524204;7226.000000;0;1;3602.655
i640225-r0-d0.75-a0.50;640;357840;5074.346308;5268.000000;0;1;3602.071
i640225-r0-d1.00-a0.10;640;408960;7963.958734;8213.000000;0;1;3603.232
i640225-r0-d1.00-a0.25;640;408960;6983.538081;7354.000000;0;1;3602.935
i640225-r0-d1.00-a0.50;640;408960;5053.290975;5238.000000;0;1;3617.808
i640225-r1-d0.25-a0.10;640;255600;8077.551427;8155.000000;0;1;3620.101
i640225-r1-d0.25-a0.25;640;255600;7131.137422;7297.000000;0;1;3601.763
i640225-r1-d0.25-a0.50;640;255600;5194.065373;5369.000000;0;1;3602.635
i640225-r1-d0.50-a0.10;640;306720;8026.507637;8136.000000;0;1;3602.561
i640225-r1-d0.50-a0.25;640;306720;7064.195878;7126.000000;0;1;3601.419
i640225-r1-d0.50-a0.50;640;306720;5135.668556;5284.000000;1;1;3601.433
i640225-r1-d0.75-a0.10;640;357840;8103.519265;8232.000000;0;1;3601.678
i640225-r1-d0.75-a0.25;640;357840;7106.935314;7259.000000;0;1;3602.938
i640225-r1-d0.75-a0.50;640;357840;5128.861260;5270.000000;0;1;3602.570
i640225-r1-d1.00-a0.10;640;408960;7976.706861;8100.000000;0;1;3602.804
i640225-r1-d1.00-a0.25;640;408960;6998.360922;7126.000000;0;1;3603.149
i640225-r1-d1.00-a0.50;640;408960;5065.795031;5221.000000;0;1;3614.122
i640231-r0-d0.25-a0.10;640;1600;17423.000000;17423.000000;10;1;6.696
i640231-r0-d0.25-a0.25;640;1600;17147.000000;17147.000000;0;1;1.642
i640231-r0-d0.25-a0.50;640;1600;16414.000000;16414.000000;0;1;0.728
i640231-r0-d0.50-a0.10;640;1920;15276.000000;15276.000000;5;1;24.894
i640231-r0-d0.50-a0.25;640;1920;15004.000000;15004.000000;0;1;11.157
i640231-r0-d0.50-a0.50;640;1920;14328.000000;14328.000000;5;1;19.351
i640231-r0-d0.75-a0.10;640;2240;14577.000000;14577.000000;21;1;58.697
i640231-r0-d0.75-a0.25;640;2240;14261.000000;14261.000000;3;1;54.856
i640231-r0-d0.75-a0.50;640;2240;13341.000000;13341.000000;0;1;22.545
i640231-r0-d1.00-a0.10;640;2560;14105.000000;14105.000000;7;1;101.868
i640231-r0-d1.00-a0.25;640;2560;13712.000000;13712.000000;0;1;26.856
i640231-r0-d1.00-a0.50;640;2560;12698.000000;12698.000000;0;1;27.343
i640231-r1-d0.25-a0.10;640;1600;18047.000000;18047.000000;3;1;18.818
i640231-r1-d0.25-a0.25;640;1600;17785.000000;17785.000000;9;1;9.200
i640231-r1-d0.25-a0.50;640;1600;17021.000000;17021.000000;0;1;1.447
i640231-r1-d0.50-a0.10;640;1920;15860.000000;15860.000000;3;1;39.873
i640231-r1-d0.50-a0.25;640;1920;15580.000000;15580.000000;0;1;4.765
i640231-r1-d0.50-a0.50;640;1920;14869.000000;14869.000000;0;1;2.019
i640231-r1-d0.75-a0.10;640;2240;14728.000000;14728.000000;15;1;21.102
i640231-r1-d0.75-a0.25;640;2240;14377.000000;14377.000000;0;1;4.636
i640231-r1-d0.75-a0.50;640;2240;13504.000000;13504.000000;3;1;8.518
i640231-r1-d1.00-a0.10;640;2560;14364.000000;14364.000000;3;1;52.405
i640231-r1-d1.00-a0.25;640;2560;14051.000000;14051.000000;3;1;50.891
i640231-r1-d1.00-a0.50;640;2560;13045.000000;13045.000000;5;1;49.020
i640232-r0-d0.25-a0.10;640;1600;16368.000000;16368.000000;0;1;0.769
i640232-r0-d0.25-a0.25;640;1600;16220.000000;16220.000000;0;1;0.528
i640232-r0-d0.25-a0.50;640;1600;15555.000000;15555.000000;0;1;0.537
i640232-r0-d0.50-a0.10;640;1920;14485.000000;14485.000000;0;1;2.115
i640232-r0-d0.50-a0.25;640;1920;14272.000000;14272.000000;0;1;1.823
i640232-r0-d0.50-a0.50;640;1920;13515.000000;13515.000000;0;1;6.238
i640232-r0-d0.75-a0.10;640;2240;13936.000000;13936.000000;3;1;27.533
i640232-r0-d0.75-a0.25;640;2240;13539.000000;13539.000000;3;1;12.462
i640232-r0-d0.75-a0.50;640;2240;12512.000000;12512.000000;0;1;2.279
i640232-r0-d1.00-a0.10;640;2560;13361.000000;13361.000000;7;1;67.347
i640232-r0-d1.00-a0.25;640;2560;13039.000000;13039.000000;3;1;17.349
i640232-r0-d1.00-a0.50;640;2560;12097.000000;12097.000000;0;1;9.793
i640232-r1-d0.25-a0.10;640;1600;17278.000000;17278.000000;0;1;2.126
i640232-r1-d0.25-a0.25;640;1600;17167.000000;17167.000000;2;1;3.722
i640232-r1-d0.25-a0.50;640;1600;16566.000000;16566.000000;0;1;2.836
i640232-r1-d0.50-a0.10;640;1920;15791.000000;15791.000000;5;1;8.299
i640232-r1-d0.50-a0.25;640;1920;15529.000000;15529.000000;0;1;5.618
i640232-r1-d0.50-a0.50;640;1920;14728.000000;14728.000000;0;1;2.111
i640232-r1-d0.75-a0.10;640;2240;14046.000000;14046.000000;6;1;13.815
i640232-r1-d0.75-a0.25;640;2240;13591.000000;13591.000000;0;1;2.778
i640232-r1-d0.75-a0.50;640;2240;12585.000000;12585.000000;0;1;2.701
i640232-r1-d1.00-a0.10;640;2560;13385.000000;13385.000000;0;1;14.572
i640232-r1-d1.00-a0.25;640;2560;13122.000000;13122.000000;3;1;8.467
i640232-r1-d1.00-a0.50;640;2560;12230.000000;12230.000000;0;1;2.018
i640233-r0-d0.25-a0.10;640;1600;14623.000000;14623.000000;7;1;3.882
i640233-r0-d0.25-a0.25;640;1600;14513.000000;14513.000000;3;1;3.925
i640233-r0-d0.25-a0.50;640;1600;14232.000000;14232.000000;7;1;10.905
i640233-r0-d0.50-a0.10;640;1920;13851.000000;13851.000000;0;1;7.868
i640233-r0-d0.50-a0.25;640;1920;13551.000000;13551.000000;0;1;4.259
i640233-r0-d0.50-a0.50;640;1920;12960.000000;12960.000000;0;1;5.000
i640233-r0-d0.75-a0.10;640;2240;13231.000000;13231.000000;13;1;62.131
i640233-r0-d0.75-a0.25;640;2240;13025.000000;13025.000000;4;1;33.668
i640233-r0-d0.75-a0.50;640;2240;12346.000000;12346.000000;9;1;32.653
i640233-r0-d1.00-a0.10;640;2560;12901.000000;12901.000000;0;1;90.798
i640233-r0-d1.00-a0.25;640;2560;12705.000000;12705.000000;19;1;105.684
i640233-r0-d1.00-a0.50;640;2560;11743.000000;11743.000000;6;1;15.651
i640233-r1-d0.25-a0.10;640;1600;15497.000000;15497.000000;0;1;3.630
i640233-r1-d0.25-a0.25;640;1600;15369.000000;15369.000000;0;1;3.299
i640233-r1-d0.25-a0.50;640;1600;15087.000000;15087.000000;6;1;7.025
i640233-r1-d0.50-a0.10;640;1920;14719.000000;14719.000000;0;1;4.815
i640233-r1-d0.50-a0.25;640;1920;14462.000000;14462.000000;0;1;4.773
i640233-r1-d0.50-a0.50;640;1920;13907.000000;13907.000000;0;1;4.070
i640233-r1-d0.75-a0.10;640;2240;13353.000000;13353.000000;0;1;7.166
i640233-r1-d0.75-a0.25;640;2240;13175.000000;13175.000000;0;1;6.453
i640233-r1-d0.75-a0.50;640;2240;12540.000000;12540.000000;0;1;7.303
i640233-r1-d1.00-a0.10;640;2560;12976.000000;12976.000000;2;1;13.199
i640233-r1-d1.00-a0.25;640;2560;12798.000000;12798.000000;12;1;29.299
i640233-r1-d1.00-a0.50;640;2560;11883.000000;11883.000000;2;1;8.372
i640234-r0-d0.25-a0.10;640;1600;16773.000000;16773.000000;0;1;1.129
i640234-r0-d0.25-a0.25;640;1600;16761.000000;16761.000000;0;1;3.226
i640234-r0-d0.25-a0.50;640;1600;16348.000000;16348.000000;3;1;4.702
i640234-r0-d0.50-a0.10;640;1920;14784.000000;14784.000000;3;1;8.862
i640234-r0-d0.50-a0.25;640;1920;14604.000000;14604.000000;8;1;21.788
i640234-r0-d0.50-a0.50;640;1920;13865.000000;13865.000000;0;1;5.520
i640234-r0-d0.75-a0.10;640;2240;14067.000000;14067.000000;0;1;6.268
i640234-r0-d0.75-a0.25;640;2240;13861.000000;13861.000000;2;1;15.535
i640234-r0-d0.75-a0.50;640;2240;13224.000000;13224.000000;17;1;75.848
i640234-r0-d1.00-a0.10;640;2560;13522.000000;13522.000000;0;1;28.556
i640234-r0-d1.00-a0.25;640;2560;13298.000000;13298.000000;5;1;108.546
i640234-r0-d1.00-a0.50;640;2560;12491.000000;12491.000000;23;1;84.738
i640234-r1-d0.25-a0.10;640;1600;31816.000000;31816.000000;0;1;1.328
i640234-r1-d0.25-a0.25;640;1600;31816.000000;31816.000000;0;1;1.039
i640234-r1-d0.25-a0.50;640;1600;31816.000000;31816.000000;0;1;1.024
i640234-r1-d0.50-a0.10;640;1920;15017.000000;15017.000000;0;1;4.855
i640234-r1-d0.50-a0.25;640;1920;14881.000000;14881.000000;0;1;7.538
i640234-r1-d0.50-a0.50;640;1920;14225.000000;14225.000000;2;1;4.558
i640234-r1-d0.75-a0.10;640;2240;14267.000000;14267.000000;0;1;8.019
i640234-r1-d0.75-a0.25;640;2240;14056.000000;14056.000000;5;1;32.703
i640234-r1-d0.75-a0.50;640;2240;13306.000000;13306.000000;7;1;18.618
i640234-r1-d1.00-a0.10;640;2560;13541.000000;13541.000000;0;1;7.273
i640234-r1-d1.00-a0.25;640;2560;13344.000000;13344.000000;3;1;51.518
i640234-r1-d1.00-a0.50;640;2560;12617.000000;12617.000000;6;1;11.386
i640235-r0-d0.25-a0.10;640;1600;15263.000000;15263.000000;0;1;0.764
i640235-r0-d0.25-a0.25;640;1600;15162.000000;15162.000000;0;1;0.790
i640235-r0-d0.25-a0.50;640;1600;14924.000000;14924.000000;0;1;0.492
i640235-r0-d0.50-a0.10;640;1920;14082.000000;14082.000000;3;1;7.040
i640235-r0-d0.50-a0.25;640;1920;14040.000000;14040.000000;3;1;9.236
i640235-r0-d0.50-a0.50;640;1920;13564.000000;13564.000000;0;1;1.275
i640235-r0-d0.75-a0.10;640;2240;13166.000000;13166.000000;2;1;4.333
i640235-r0-d0.75-a0.25;640;2240;13006.000000;13006.000000;0;1;3.853
i640235-r0-d0.75-a0.50;640;2240;12435.000000;12435.000000;0;1;2.877
i640235-r0-d1.00-a0.10;640;2560;12639.000000;12639.000000;0;1;42.325
i640235-r0-d1.00-a0.25;640;2560;12504.000000;12504.000000;7;1;131.794
i640235-r0-d1.00-a0.50;640;2560;11686.000000;11686.000000;3;1;54.858
i640235-r1-d0.25-a0.10;640;1600;16182.000000;16182.000000;0;1;1.521
i640235-r1-d0.25-a0.25;640;1600;16087.000000;16087.000000;0;1;1.575
i640235-r1-d0.25-a0.50;640;1600;15865.000000;15865.000000;0;1;1.067
i640235-r1-d0.50-a0.10;640;1920;26224.000000;26224.000000;0;1;3.394
i640235-r1-d0.50-a0.25;640;1920;26224.000000;26224.000000;0;1;1.492
i640235-r1-d0.50-a0.50;640;1920;26224.000000;26224.000000;0;1;2.480
i640235-r1-d0.75-a0.10;640;2240;13591.000000;13591.000000;3;1;24.851
i640235-r1-d0.75-a0.25;640;2240;13429.000000;13429.000000;3;1;11.318
i640235-r1-d0.75-a0.50;640;2240;12783.000000;12783.000000;0;1;1.838
i640235-r1-d1.00-a0.10;640;2560;12676.000000;12676.000000;0;1;6.647
i640235-r1-d1.00-a0.25;640;2560;12623.000000;12623.000000;25;1;46.212
i640235-r1-d1.00-a0.50;640;2560;11847.000000;11847.000000;3;1;28.434
i640241-r0-d0.25-a0.10;640;51120;9497.862760;9840.000000;0;1;3600.648
i640241-r0-d0.25-a0.25;640;51120;8595.530189;8934.000000;14;1;3600.229
i640241-r0-d0.25-a0.50;640;51120;6419.727504;6560.000000;103;1;3600.854
i640241-r0-d0.50-a0.10;640;61344;9436.505944;9879.000000;0;1;3600.261
i640241-r0-d0.50-a0.25;640;61344;8486.826613;8813.000000;16;1;3600.258
i640241-r0-d0.50-a0.50;640;61344;6308.892508;6605.000000;28;1;3600.563
i640241-r0-d0.75-a0.10;640;71568;9373.989008;9817.000000;0;1;3600.496
i640241-r0-d0.75-a0.25;640;71568;8395.183922;8653.000000;3;1;3601.005
i640241-r0-d0.75-a0.50;640;71568;6226.420574;6454.000000;35;1;3600.319
i640241-r0-d1.00-a0.10;640;81792;9316.020589;9584.000000;0;1;3600.637
i640241-r0-d1.00-a0.25;640;81792;8336.474753;8625.000000;9;1;3601.225
i640241-r0-d1.00-a0.50;640;81792;6162.571686;6409.000000;13;1;3601.488
i640241-r1-d0.25-a0.10;640;51120;9541.573587;9853.000000;0;1;3600.258
i640241-r1-d0.25-a0.25;640;51120;8639.277410;8888.000000;19;1;3601.086
i640241-r1-d0.25-a0.50;640;51120;6503.590795;6521.000000;220;1;3600.896
i640241-r1-d0.50-a0.10;640;61344;9470.339786;9742.000000;0;1;3600.557
i640241-r1-d0.50-a0.25;640;61344;8522.081778;8832.000000;18;1;3601.034
i640241-r1-d0.50-a0.50;640;61344;6337.487646;6423.000000;78;1;3600.226
i640241-r1-d0.75-a0.10;640;71568;9405.101612;9684.000000;0;1;3600.303
i640241-r1-d0.75-a0.25;640;71568;8441.461804;8607.000000;7;1;3600.310
i640241-r1-d0.75-a0.50;640;71568;6283.872748;6380.000000;39;1;3600.629
i640241-r1-d1.00-a0.10;640;81792;9339.278127;9530.000000;0;1;3600.911
i640241-r1-d1.00-a0.25;640;81792;8364.380972;8519.000000;2;1;3600.360
i640241-r1-d1.00-a0.50;640;81792;6214.955196;6488.000000;34;1;3600.297
i640242-r0-d0.25-a0.10;640;51120;9105.158221;9493.000000;1;1;3600.438
i640242-r0-d0.25-a0.25;640;51120;8210.075080;8368.000000;18;1;3600.754
i640242-r0-d0.25-a0.50;640;51120;6245.000000;6245.000000;17;1;659.105
i640242-r0-d0.50-a0.10;640;61344;8989.782200;9260.000000;0;1;3600.943
i640242-r0-d0.50-a0.25;640;61344;8076.023454;8186.000000;4;1;3600.274
i640242-r0-d0.50-a0.50;640;61344;6084.384594;6210.000000;134;1;3600.373
i640242-r0-d0.75-a0.10;640;71568;8934.198588;9148.000000;0;1;3600.556
i640242-r0-d0.75-a0.25;640;71568;8016.851240;8330.000000;10;1;3600.334
i640242-r0-d0.75-a0.50;640;71568;6021.866291;6068.000000;53;1;3600.778
i640242-r0-d1.00-a0.10;640;81792;8888.212532;9131.000000;0;1;3600.479
i640242-r0-d1.00-a0.25;640;81792;7973.228555;8222.000000;5;1;3600.531
i640242-r0-d1.00-a0.50;640;81792;5953.508102;6132.000000;24;1;3601.578
i640242-r1-d0.25-a0.10;640;51120;9133.250883;9378.000000;0;1;3600.353
i640242-r1-d0.25-a0.25;640;51120;8278.982138;8433.000000;9;1;3601.352
i640242-r1-d0.25-a0.50;640;51120;6293.773428;6446.000000;58;1;3600.174
i640242-r1-d0.50-a0.10;640;61344;9035.687175;9146.000000;0;1;3600.389
i640242-r1-d0.50-a0.25;640;61344;8135.840197;8256.000000;7;1;3600.243
i640242-r1-d0.50-a0.50;640;61344;6163.235901;6217.000000;99;1;3600.221
i640242-r1-d0.75-a0.10;640;71568;8966.062159;9095.000000;0;1;3600.509
i640242-r1-d0.75-a0.25;640;71568;8065.207105;8294.000000;11;1;3600.240
i640242-r1-d0.75-a0.50;640;71568;6079.000000;6079.000000;146;1;1863.717
i640242-r1-d1.00-a0.10;640;81792;8914.029162;9079.000000;0;1;3600.661
i640242-r1-d1.00-a0.25;640;81792;8007.386300;8246.000000;7;1;3600.291
i640242-r1-d1.00-a0.50;640;81792;6001.379366;6175.000000;37;1;3600.284
i640243-r0-d0.25-a0.10;640;51120;9143.173078;9539.000000;0;1;3600.332
i640243-r0-d0.25-a0.25;640;51120;8268.187945;8540.000000;14;1;3600.230
i640243-r0-d0.25-a0.50;640;51120;6248.171461;6468.000000;51;1;3600.243
i640243-r0-d0.50-a0.10;640;61344;9067.048838;9422.000000;0;1;3600.505
i640243-r0-d0.50-a0.25;640;61344;8170.625830;8382.000000;31;1;3600.241
i640243-r0-d0.50-a0.50;640;61344;6140.136200;6188.000000;100;1;3600.604
i640243-r0-d0.75-a0.10;640;71568;9007.031615;9390.000000;0;1;3600.504
i640243-r0-d0.75-a0.25;640;71568;8090.406670;8308.000000;3;1;3600.424
i640243-r0-d0.75-a0.50;640;71568;6056.883484;6207.000000;54;1;3600.285
i640243-r0-d1.00-a0.10;640;81792;8956.308612;9301.000000;0;1;3600.792
i640243-r0-d1.00-a0.25;640;81792;8033.345109;8174.000000;3;1;3600.310
i640243-r0-d1.00-a0.50;640;81792;6016.124335;6096.000000;52;1;3600.334
i640243-r1-d0.25-a0.10;640;51120;9222.083161;9510.000000;0;1;3600.295
i640243-r1-d0.25-a0.25;640;51120;8319.238037;8435.000000;17;1;3600.188
i640243-r1-d0.25-a0.50;640;51120;6292.412169;6381.000000;58;1;3600.222
i640243-r1-d0.50-a0.10;640;61344;9132.566409;9389.000000;0;1;3600.609
i640243-r1-d0.50-a0.25;640;61344;8217.032693;8385.000000;49;1;3600.226
i640243-r1-d0.50-a0.50;640;61344;6199.000000;6199.000000;90;1;3058.030
i640243-r1-d0.75-a0.10;640;71568;9033.935081;9335.000000;0;1;3600.504
i640243-r1-d0.75-a0.25;640;71568;8132.120830;8413.000000;15;1;3600.233
i640243-r1-d0.75-a0.50;640;71568;6124.208293;6131.000000;136;1;3600.623
i640243-r1-d1.00-a0.10;640;81792;9086.420415;9405.000000;0;1;3600.339
i640243-r1-d1.00-a0.25;640;81792;8151.372892;8323.000000;3;1;3600.351
i640243-r1-d1.00-a0.50;640;81792;6089.024416;6148.000000;71;1;3600.282
i640244-r0-d0.25-a0.10;640;51120;8753.261366;8986.000000;0;1;3600.337
i640244-r0-d0.25-a0.25;640;51120;7965.339837;8134.000000;18;1;3600.244
i640244-r0-d0.25-a0.50;640;51120;6097.000000;6097.000000;28;1;725.784
i640244-r0-d0.50-a0.10;640;61344;8681.294183;9029.000000;0;1;3609.673
i640244-r0-d0.50-a0.25;640;61344;7864.270159;8001.000000;44;1;3600.486
i640244-r0-d0.50-a0.50;640;61344;5987.587111;6002.000000;41;1;3600.705
i640244-r0-d0.75-a0.10;640;71568;8623.432987;9038.000000;0;1;3604.386
i640244-r0-d0.75-a0.25;640;71568;7794.130866;7967.000000;12;1;3601.042
i640244-r0-d0.75-a0.50;640;71568;5915.858526;6095.000000;44;1;3600.299
i640244-r0-d1.00-a0.10;640;81792;8591.409584;8978.000000;0;1;3601.070
i640244-r0-d1.00-a0.25;640;81792;7736.888848;7996.000000;3;1;3600.381
i640244-r0-d1.00-a0.50;640;81792;5844.088371;6015.000000;54;1;3601.245
i640244-r1-d0.25-a0.10;640;51120;8797.276981;8880.000000;2;1;3600.211
i640244-r1-d0.25-a0.25;640;51120;8032.730110;8217.000000;20;1;3600.193
i640244-r1-d0.25-a0.50;640;51120;6160.091050;6235.000000;52;1;3600.204
i640244-r1-d0.50-a0.10;640;61344;8711.641605;8913.000000;0;1;3600.618
i640244-r1-d0.50-a0.25;640;61344;7923.785547;8102.000000;35;1;3600.215
i640244-r1-d0.50-a0.50;640;61344;6038.769186;6096.000000;46;1;3600.239
i640244-r1-d0.75-a0.10;640;71568;8654.552910;8894.000000;0;1;3600.537
i640244-r1-d0.75-a0.25;640;71568;7828.560917;8048.000000;3;1;3600.264
i640244-r1-d0.75-a0.50;640;71568;5938.520651;6066.000000;47;1;3600.253
i640244-r1-d1.00-a0.10;640;81792;8613.663623;8851.000000;0;1;3600.608
i640244-r1-d1.00-a0.25;640;81792;7776.437373;7901.000000;12;1;3601.181
i640244-r1-d1.00-a0.50;640;81792;5901.741118;6040.000000;24;1;3601.234
i640245-r0-d0.25-a0.10;640;51120;9229.490592;9517.000000;0;1;3600.249
i640245-r0-d0.25-a0.25;640;51120;8283.275828;8389.000000;50;1;3600.215
i640245-r0-d0.25-a0.50;640;51120;6173.281549;6248.000000;80;1;3601.088
i640245-r0-d0.50-a0.10;640;61344;9140.804122;9375.000000;0;1;3600.517
i640245-r0-d0.50-a0.25;640;61344;8192.472402;8413.000000;8;1;3600.281
i640245-r0-d0.50-a0.50;640;61344;6117.000000;6117.000000;54;1;2876.495
i640245-r0-d0.75-a0.10;640;71568;9110.728116;9399.000000;0;1;3609.049
i640245-r0-d0.75-a0.25;640;71568;8145.803730;8268.000000;4;1;3600.289
i640245-r0-d0.75-a0.50;640;71568;6028.972134;6217.000000;38;1;3600.492
i640245-r0-d1.00-a0.10;640;81792;9051.049589;9358.000000;0;1;3602.655
i640245-r0-d1.00-a0.25;640;81792;8047.954673;8215.000000;1;1;3601.505
i640245-r0-d1.00-a0.50;640;81792;5946.771209;6075.000000;26;1;3600.362
i640245-r1-d0.25-a0.10;640;51120;9271.467231;9504.000000;0;1;3604.406
i640245-r1-d0.25-a0.25;640;51120;8375.000000;8375.000000;70;1;2666.238
i640245-r1-d0.25-a0.50;640;51120;6245.459423;6299.000000;96;1;3600.199
i640245-r1-d0.50-a0.10;640;61344;9181.153349;9451.000000;0;1;3600.442
i640245-r1-d0.50-a0.25;640;61344;8231.767141;8325.000000;3;1;3600.818
i640245-r1-d0.50-a0.50;640;61344;6147.938497;6275.000000;45;1;3601.037
i640245-r1-d0.75-a0.10;640;71568;9137.966373;9420.000000;0;1;3600.554
i640245-r1-d0.75-a0.25;640;71568;8202.928873;8403.000000;15;1;3600.383
i640245-r1-d0.75-a0.50;640;71568;6089.655758;6254.000000;43;1;3601.121
i640245-r1-d1.00-a0.10;640;81792;9261.153570;9447.000000;0;1;3600.564
i640245-r1-d1.00-a0.25;640;81792;8233.895748;8383.000000;2;1;3600.959
i640245-r1-d1.00-a0.50;640;81792;6090.062192;6201.000000;53;1;3601.543
i640301-r0-d0.25-a0.10;640;1200;64900.000000;64900.000000;0;1;0.856
i640301-r0-d0.25-a0.25;640;1200;64617.000000;64617.000000;0;1;1.252
i640301-r0-d0.25-a0.50;640;1200;63608.000000;63608.000000;0;1;1.022
i640301-r0-d0.50-a0.10;640;1440;52100.000000;52100.000000;0;1;1.324
i640301-r0-d0.50-a0.25;640;1440;51776.000000;51776.000000;3;1;3.387
i640301-r0-d0.50-a0.50;640;1440;50098.000000;50098.000000;0;1;1.834
i640301-r0-d0.75-a0.10;640;1680;45597.000000;45597.000000;0;1;4.234
i640301-r0-d0.75-a0.25;640;1680;45196.000000;45196.000000;0;1;23.048
i640301-r0-d0.75-a0.50;640;1680;43244.000000;43244.000000;0;1;41.715
i640301-r0-d1.00-a0.10;640;1920;42421.000000;42421.000000;2;1;27.157
i640301-r0-d1.00-a0.25;640;1920;41556.000000;41556.000000;0;1;2.936
i640301-r0-d1.00-a0.50;640;1920;39223.000000;39223.000000;0;1;0.997
i640301-r1-d0.25-a0.10;640;1200;102252.000000;102252.000000;0;1;0.868
i640301-r1-d0.25-a0.25;640;1200;102252.000000;102252.000000;0;1;0.996
i640301-r1-d0.25-a0.50;640;1200;102252.000000;102252.000000;0;1;1.030
i640301-r1-d0.50-a0.10;640;1440;53172.000000;53172.000000;0;1;0.595
i640301-r1-d0.50-a0.25;640;1440;52765.000000;52765.000000;0;1;0.694
i640301-r1-d0.50-a0.50;640;1440;51124.000000;51124.000000;0;1;0.989
i640301-r1-d0.75-a0.10;640;1680;46223.000000;46223.000000;0;1;2.808
i640301-r1-d0.75-a0.25;640;1680;45918.000000;45918.000000;6;1;9.194
i640301-r1-d0.75-a0.50;640;1680;44086.000000;44086.000000;0;1;2.781
i640301-r1-d1.00-a0.10;640;1920;42486.000000;42486.000000;0;1;2.145
i640301-r1-d1.00-a0.25;640;1920;41757.000000;41757.000000;0;1;1.525
i640301-r1-d1.00-a0.50;640;1920;39589.000000;39589.000000;0;1;2.464
i640302-r0-d0.25-a0.10;640;1200;61899.000000;61899.000000;0;1;1.093
i640302-r0-d0.25-a0.25;640;1200;61582.000000;61582.000000;0;1;1.158
i640302-r0-d0.25-a0.50;640;1200;60749.000000;60749.000000;0;1;0.800
i640302-r0-d0.50-a0.10;640;1440;51785.000000;51785.000000;0;1;2.745
i640302-r0-d0.50-a0.25;640;1440;51534.000000;51534.000000;0;1;5.380
i640302-r0-d0.50-a0.50;640;1440;50279.000000;50279.000000;0;1;1.115
i640302-r0-d0.75-a0.10;640;1680;46636.000000;46636.000000;0;1;2.491
i640302-r0-d0.75-a0.25;640;1680;46142.000000;46142.000000;0;1;6.747
i640302-r0-d0.75-a0.50;640;1680;44035.000000;44035.000000;0;1;1.537
i640302-r0-d1.00-a0.10;640;1920;42205.000000;42205.000000;0;1;30.503
i640302-r0-d1.00-a0.25;640;1920;41159.000000;41159.000000;0;1;6.957
