name;n;m;lb;ub;bbnodes;valid;time
HCMVpc-r0-d0.50-a0.25;3863;43939;7351.013356;7351.013356;2;1;47.931
HCMVpc-r0-d0.50-a0.50;3863;43939;7179.164455;7179.164455;2;1;105.057
HCMVpc-r0-d0.75-a0.10;3863;51262;7369.147669;7369.147669;0;1;40.577
HCMVpc-r0-d0.75-a0.25;3863;51262;7346.183794;7346.183794;0;1;38.619
HCMVpc-r0-d0.75-a0.50;3863;51262;7151.398082;7151.398082;0;1;83.487
HCMVpc-r0-d1.00-a0.10;3863;58586;7368.629164;7368.629164;0;1;43.265
HCMVpc-r0-d1.00-a0.25;3863;58586;7342.394531;7342.394531;0;1;68.248
HCMVpc-r0-d1.00-a0.50;3863;58586;7123.023841;7123.023841;0;1;166.327
HCMVpc-r1-d0.25-a0.10;3863;36616;7380.725334;7380.725334;0;1;22.373
HCMVpc-r1-d0.25-a0.25;3863;36616;7363.580477;7363.580477;0;1;14.646
HCMVpc-r1-d0.25-a0.50;3863;36616;7217.642700;7217.642700;0;1;42.614
HCMVpc-r1-d0.50-a0.10;3863;43939;7382.260160;7382.260160;0;1;33.483
HCMVpc-r1-d0.50-a0.25;3863;43939;7362.582926;7362.582926;0;1;37.247
HCMVpc-r1-d0.50-a0.50;3863;43939;7188.965092;7188.965092;0;1;57.270
HCMVpc-r1-d0.75-a0.10;3863;51262;7376.010568;7376.010568;0;1;18.777
HCMVpc-r1-d0.75-a0.25;3863;51262;7356.990381;7356.990381;23;1;73.418
HCMVpc-r1-d0.75-a0.50;3863;51262;7163.730621;7163.730621;0;1;103.540
HCMVpc-r1-d1.00-a0.10;3863;58586;7379.698014;7379.698014;0;1;52.940
HCMVpc-r1-d1.00-a0.25;3863;58586;7353.103200;7353.103200;0;1;82.943
HCMVpc-r1-d1.00-a0.50;3863;58586;7133.090306;7133.090306;0;1;74.337
i640201-r0-d0.25-a0.10;640;1200;15933.000000;15933.000000;0;1;0.406
i640201-r0-d0.25-a0.25;640;1200;16061.000000;16061.000000;0;1;0.372
i640201-r0-d0.25-a0.50;640;1200;16219.000000;16219.000000;0;1;0.547
i640201-r0-d0.50-a0.10;640;1440;15597.000000;15597.000000;0;1;0.630
i640201-r0-d0.50-a0.25;640;1440;15555.000000;15555.000000;0;1;0.479
i640201-r0-d0.50-a0.50;640;1440;15308.000000;15308.000000;0;1;0.714
i640201-r0-d0.75-a0.10;640;1680;14838.000000;14838.000000;3;1;4.024
i640201-r0-d0.75-a0.25;640;1680;14760.000000;14760.000000;0;1;2.798
i640201-r0-d0.75-a0.50;640;1680;14358.000000;14358.000000;0;1;3.681
i640201-r0-d1.00-a0.10;640;1920;14403.000000;14403.000000;2;1;18.641
i640201-r0-d1.00-a0.25;640;1920;14260.000000;14260.000000;0;1;12.417
i640201-r0-d1.00-a0.50;640;1920;13873.000000;13873.000000;5;1;15.535
i640201-r1-d0.25-a0.10;640;1200;16855.000000;16855.000000;0;1;0.531
i640201-r1-d0.25-a0.25;640;1200;16976.000000;16976.000000;0;1;0.752
i640201-r1-d0.25-a0.50;640;1200;17156.000000;17156.000000;0;1;1.046
i640201-r1-d0.50-a0.10;640;1440;16447.000000;16447.000000;0;1;1.379
i640201-r1-d0.50-a0.25;640;1440;16417.000000;16417.000000;0;1;1.628
i640201-r1-d0.50-a0.50;640;1440;16150.000000;16150.000000;0;1;2.714
i640201-r1-d0.75-a0.10;640;1680;15105.000000;15105.000000;0;1;3.269
i640201-r1-d0.75-a0.25;640;1680;15025.000000;15025.000000;0;1;3.669
i640201-r1-d0.75-a0.50;640;1680;14598.000000;14598.000000;0;1;2.842
i640201-r1-d1.00-a0.10;640;1920;14495.000000;14495.000000;2;1;7.338
i640201-r1-d1.00-a0.25;640;1920;14474.000000;14474.000000;3;1;8.873
i640201-r1-d1.00-a0.50;640;1920;14121.000000;14121.000000;3;1;8.187
i640202-r0-d0.25-a0.10;640;1200;19946.000000;19946.000000;0;1;0.658
i640202-r0-d0.25-a0.25;640;1200;19870.000000;19870.000000;0;1;0.746
i640202-r0-d0.25-a0.50;640;1200;19577.000000;19577.000000;0;1;1.398
i640202-r0-d0.50-a0.10;640;1440;18228.000000;18228.000000;0;1;4.835
i640202-r0-d0.50-a0.25;640;1440;18153.000000;18153.000000;0;1;2.254
i640202-r0-d0.50-a0.50;640;1440;17825.000000;17825.000000;0;1;3.228
i640202-r0-d0.75-a0.10;640;1680;15768.000000;15768.000000;0;1;1.521
i640202-r0-d0.75-a0.25;640;1680;15863.000000;15863.000000;0;1;5.950
i640202-r0-d0.75-a0.50;640;1680;15560.000000;15560.000000;2;1;3.038
i640202-r0-d1.00-a0.10;640;1920;15200.000000;15200.000000;0;1;7.675
i640202-r0-d1.00-a0.25;640;1920;15298.000000;15298.000000;3;1;24.792
i640202-r0-d1.00-a0.50;640;1920;14689.000000;14689.000000;0;1;12.943
i640202-r1-d0.25-a0.10;640;1200;20684.000000;20684.000000;0;1;1.559
i640202-r1-d0.25-a0.25;640;1200;20571.000000;20571.000000;0;1;1.215
i640202-r1-d0.25-a0.50;640;1200;20223.000000;20223.000000;0;1;0.802
i640202-r1-d0.50-a0.10;640;1440;18862.000000;18862.000000;0;1;1.073
i640202-r1-d0.50-a0.25;640;1440;18778.000000;18778.000000;0;1;0.993
i640202-r1-d0.50-a0.50;640;1440;18404.000000;18404.000000;0;1;0.450
i640202-r1-d0.75-a0.10;640;1680;16250.000000;16250.000000;0;1;4.930
i640202-r1-d0.75-a0.25;640;1680;16248.000000;16248.000000;0;1;3.966
i640202-r1-d0.75-a0.50;640;1680;15966.000000;15966.000000;0;1;7.750
i640202-r1-d1.00-a0.10;640;1920;15314.000000;15314.000000;0;1;2.761
i640202-r1-d1.00-a0.25;640;1920;15446.000000;15446.000000;0;1;5.351
i640202-r1-d1.00-a0.50;640;1920;15029.000000;15029.000000;0;1;3.696
i640203-r0-d0.25-a0.10;640;1200;17829.000000;17829.000000;0;1;0.776
i640203-r0-d0.25-a0.25;640;1200;17794.000000;17794.000000;0;1;0.635
i640203-r0-d0.25-a0.50;640;1200;17360.000000;17360.000000;0;1;0.507
i640203-r0-d0.50-a0.10;640;1440;15944.000000;15944.000000;0;1;0.528
i640203-r0-d0.50-a0.25;640;1440;15905.000000;15905.000000;0;1;0.553
i640203-r0-d0.50-a0.50;640;1440;15550.000000;15550.000000;0;1;0.431
i640203-r0-d0.75-a0.10;640;1680;14570.000000;14570.000000;0;1;2.244
i640203-r0-d0.75-a0.25;640;1680;14482.000000;14482.000000;0;1;2.307
i640203-r0-d0.75-a0.50;640;1680;14081.000000;14081.000000;0;1;1.304
i640203-r0-d1.00-a0.10;640;1920;13800.000000;13800.000000;0;1;8.545
i640203-r0-d1.00-a0.25;640;1920;13609.000000;13609.000000;0;1;6.648
i640203-r0-d1.00-a0.50;640;1920;13016.000000;13016.000000;0;1;2.627
i640203-r1-d0.25-a0.10;640;1200;18697.000000;18697.000000;0;1;0.778
i640203-r1-d0.25-a0.25;640;1200;18733.000000;18733.000000;0;1;0.816
i640203-r1-d0.25-a0.50;640;1200;18385.000000;18385.000000;0;1;0.924
i640203-r1-d0.50-a0.10;640;1440;17051.000000;17051.000000;0;1;1.991
i640203-r1-d0.50-a0.25;640;1440;17070.000000;17070.000000;0;1;2.821
i640203-r1-d0.50-a0.50;640;1440;16823.000000;16823.000000;0;1;2.542
i640203-r1-d0.75-a0.10;640;1680;15183.000000;15183.000000;0;1;1.589
i640203-r1-d0.75-a0.25;640;1680;15161.000000;15161.000000;0;1;1.745
i640203-r1-d0.75-a0.50;640;1680;14862.000000;14862.000000;0;1;1.390
i640203-r1-d1.00-a0.10;640;1920;14170.000000;14170.000000;0;1;5.356
i640203-r1-d1.00-a0.25;640;1920;14034.000000;14034.000000;0;1;6.410
i640203-r1-d1.00-a0.50;640;1920;13452.000000;13452.000000;0;1;1.792
i640204-r0-d0.25-a0.10;640;1200;16252.000000;16252.000000;0;1;0.842
i640204-r0-d0.25-a0.25;640;1200;16182.000000;16182.000000;0;1;0.678
i640204-r0-d0.25-a0.50;640;1200;16057.000000;16057.000000;0;1;0.571
i640204-r0-d0.50-a0.10;640;1440;14067.000000;14067.000000;0;1;2.514
i640204-r0-d0.50-a0.25;640;1440;13892.000000;13892.000000;0;1;0.935
i640204-r0-d0.50-a0.50;640;1440;13547.000000;13547.000000;0;1;0.610
i640204-r0-d0.75-a0.10;640;1680;13486.000000;13486.000000;0;1;3.037
i640204-r0-d0.75-a0.25;640;1680;13307.000000;13307.000000;0;1;1.416
i640204-r0-d0.75-a0.50;640;1680;12921.000000;12921.000000;0;1;2.371
i640204-r0-d1.00-a0.10;640;1920;13009.000000;13009.000000;3;1;14.341
i640204-r0-d1.00-a0.25;640;1920;12765.000000;12765.000000;0;1;6.435
i640204-r0-d1.00-a0.50;640;1920;12245.000000;12245.000000;0;1;2.278
i640204-r1-d0.25-a0.10;640;1200;30268.000000;30268.000000;0;1;1.961
i640204-r1-d0.25-a0.25;640;1200;30268.000000;30268.000000;0;1;1.163
i640204-r1-d0.25-a0.50;640;1200;30268.000000;30268.000000;0;1;1.167
i640204-r1-d0.50-a0.10;640;1440;14245.000000;14245.000000;0;1;2.417
i640204-r1-d0.50-a0.25;640;1440;14184.000000;14184.000000;0;1;2.233
i640204-r1-d0.50-a0.50;640;1440;13906.000000;13906.000000;0;1;1.587
i640204-r1-d0.75-a0.10;640;1680;13748.000000;13748.000000;0;1;4.879
i640204-r1-d0.75-a0.25;640;1680;13636.000000;13636.000000;0;1;3.237
i640204-r1-d0.75-a0.50;640;1680;13316.000000;13316.000000;0;1;4.009
i640204-r1-d1.00-a0.10;640;1920;13310.000000;13310.000000;3;1;8.562
i640204-r1-d1.00-a0.25;640;1920;13095.000000;13095.000000;0;1;3.156
i640204-r1-d1.00-a0.50;640;1920;12678.000000;12678.000000;0;1;4.144
i640205-r0-d0.25-a0.10;640;1200;21723.000000;21723.000000;0;1;0.550
i640205-r0-d0.25-a0.25;640;1200;21637.000000;21637.000000;0;1;0.383
i640205-r0-d0.25-a0.50;640;1200;21349.000000;21349.000000;0;1;0.272
i640205-r0-d0.50-a0.10;640;1440;19929.000000;19929.000000;0;1;1.751
i640205-r0-d0.50-a0.25;640;1440;19905.000000;19905.000000;3;1;3.785
i640205-r0-d0.50-a0.50;640;1440;19526.000000;19526.000000;0;1;1.081
i640205-r0-d0.75-a0.10;640;1680;16697.000000;16697.000000;3;1;4.978
i640205-r0-d0.75-a0.25;640;1680;16676.000000;16676.000000;0;1;1.237
i640205-r0-d0.75-a0.50;640;1680;16403.000000;16403.000000;0;1;1.741
i640205-r0-d1.00-a0.10;640;1920;15288.000000;15288.000000;5;1;39.506
i640205-r0-d1.00-a0.25;640;1920;15138.000000;15138.000000;5;1;24.380
i640205-r0-d1.00-a0.50;640;1920;14548.000000;14548.000000;3;1;11.653
i640205-r1-d0.25-a0.10;640;1200;22031.000000;22031.000000;0;1;0.975
i640205-r1-d0.25-a0.25;640;1200;21972.000000;21972.000000;0;1;0.763
i640205-r1-d0.25-a0.50;640;1200;21800.000000;21800.000000;0;1;0.780
i640205-r1-d0.50-a0.10;640;1440;20849.000000;20849.000000;3;1;5.342
i640205-r1-d0.50-a0.25;640;1440;20684.000000;20684.000000;0;1;2.718
i640205-r1-d0.50-a0.50;640;1440;20146.000000;20146.000000;0;1;0.674
i640205-r1-d0.75-a0.10;640;1680;17444.000000;17444.000000;0;1;1.740
i640205-r1-d0.75-a0.25;640;1680;17557.000000;17557.000000;0;1;6.674
i640205-r1-d0.75-a0.50;640;1680;17294.000000;17294.000000;0;1;2.080
i640205-r1-d1.00-a0.10;640;1920;15313.000000;15313.000000;3;1;10.189
i640205-r1-d1.00-a0.25;640;1920;15240.000000;15240.000000;5;1;11.923
i640205-r1-d1.00-a0.50;640;1920;14719.000000;14719.000000;0;1;2.458
i640211-r0-d0.25-a0.10;640;5168;11395.799116;11854.000000;47;1;3600.032
i640211-r0-d0.25-a0.25;640;5168;10987.000000;10987.000000;64;1;1292.223
i640211-r0-d0.25-a0.50;640;5168;9364.000000;9364.000000;56;1;198.141
i640211-r0-d0.50-a0.10;640;6202;11146.951247;11491.000000;13;1;3600.041
i640211-r0-d0.50-a0.25;640;6202;10639.000000;10639.000000;136;1;2635.313
i640211-r0-d0.50-a0.50;640;6202;8949.000000;8949.000000;90;1;203.147
i640211-r0-d0.75-a0.10;640;7236;10922.564679;11262.000000;27;1;3600.039
i640211-r0-d0.75-a0.25;640;7236;10280.877811;10393.000000;142;1;3600.133
i640211-r0-d0.75-a0.50;640;7236;8560.000000;8560.000000;82;1;333.873
i640211-r0-d1.00-a0.10;640;8270;10769.578470;11075.000000;18;1;3600.062
i640211-r0-d1.00-a0.25;640;8270;10166.549118;10211.000000;116;1;3600.092
i640211-r0-d1.00-a0.50;640;8270;8324.000000;8324.000000;57;1;301.568
i640211-r1-d0.25-a0.10;640;5168;11519.010999;11677.000000;80;1;3600.028
i640211-r1-d0.25-a0.25;640;5168;11121.000000;11121.000000;128;1;1248.984
i640211-r1-d0.25-a0.50;640;5168;9493.000000;9493.000000;19;1;35.863
i640211-r1-d0.50-a0.10;640;6202;11204.078287;11705.000000;18;1;3600.046
i640211-r1-d0.50-a0.25;640;6202;10716.000000;10716.000000;144;1;3520.110
i640211-r1-d0.50-a0.50;640;6202;9030.000000;9030.000000;48;1;115.028
i640211-r1-d0.75-a0.10;640;7236;10994.778936;11306.000000;13;1;3600.158
i640211-r1-d0.75-a0.25;640;7236;10418.000000;10418.000000;88;1;969.421
i640211-r1-d0.75-a0.50;640;7236;8622.000000;8622.000000;23;1;120.812
i640211-r1-d1.00-a0.10;640;8270;10808.806614;11074.000000;22;1;3600.035
i640211-r1-d1.00-a0.25;640;8270;10226.375620;10285.000000;184;1;3600.036
i640211-r1-d1.00-a0.50;640;8270;8421.000000;8421.000000;32;1;113.579
i640212-r0-d0.25-a0.10;640;5168;10733.818592;10893.000000;41;1;3600.063
i640212-r0-d0.25-a0.25;640;5168;10260.886446;10487.000000;29;1;3600.157
i640212-r0-d0.25-a0.50;640;5168;8871.000000;8871.000000;38;1;91.485
i640212-r0-d0.50-a0.10;640;6202;10570.710937;10635.000000;38;1;3600.038
i640212-r0-d0.50-a0.25;640;6202;10028.450007;10176.000000;35;1;3600.155
i640212-r0-d0.50-a0.50;640;6202;8456.000000;8456.000000;15;1;60.602
i640212-r0-d0.75-a0.10;640;7236;10337.296184;10618.000000;15;1;3600.094
i640212-r0-d0.75-a0.25;640;7236;9870.682526;9978.000000;60;1;3600.043
i640212-r0-d0.75-a0.50;640;7236;8269.000000;8269.000000;48;1;343.121
i640212-r0-d1.00-a0.10;640;8270;10163.000000;10163.000000;9;1;2260.827
i640212-r0-d1.00-a0.25;640;8270;9741.000000;9741.000000;69;1;3102.174
i640212-r0-d1.00-a0.50;640;8270;8137.000000;8137.000000;233;1;1758.241
i640212-r1-d0.25-a0.10;640;5168;10968.000000;10968.000000;63;1;2630.911
i640212-r1-d0.25-a0.25;640;5168;10426.000000;10426.000000;7;1;147.566
i640212-r1-d0.25-a0.50;640;5168;9003.000000;9003.000000;69;1;92.124
i640212-r1-d0.50-a0.10;640;6202;10657.591478;10886.000000;35;1;3600.100
i640212-r1-d0.50-a0.25;640;6202;10226.000000;10226.000000;128;1;2281.343
i640212-r1-d0.50-a0.50;640;6202;8627.000000;8627.000000;59;1;215.749
i640212-r1-d0.75-a0.10;640;7236;10430.502730;10571.000000;16;1;3600.035
i640212-r1-d0.75-a0.25;640;7236;10011.000000;10011.000000;101;1;2143.991
i640212-r1-d0.75-a0.50;640;7236;8436.000000;8436.000000;188;1;862.519
i640212-r1-d1.00-a0.10;640;8270;10225.000000;10225.000000;9;1;2460.975
i640212-r1-d1.00-a0.25;640;8270;9832.000000;9832.000000;21;1;848.166
i640212-r1-d1.00-a0.50;640;8270;8232.000000;8232.000000;78;1;447.382
i640213-r0-d0.25-a0.10;640;5168;10885.492591;11135.000000;66;1;3600.107
i640213-r0-d0.25-a0.25;640;5168;10469.794803;10552.000000;95;1;3600.060
i640213-r0-d0.25-a0.50;640;5168;9024.000000;9024.000000;7;1;89.514
i640213-r0-d0.50-a0.10;640;6202;10644.668238;11235.000000;21;1;3600.040
i640213-r0-d0.50-a0.25;640;6202;10205.825782;10432.000000;49;1;3600.145
i640213-r0-d0.50-a0.50;640;6202;8724.000000;8724.000000;62;1;475.586
i640213-r0-d0.75-a0.10;640;7236;10267.821043;10332.000000;53;1;3600.059
i640213-r0-d0.75-a0.25;640;7236;9715.000000;9715.000000;5;1;61.992
i640213-r0-d0.75-a0.50;640;7236;8114.000000;8114.000000;5;1;20.333
i640213-r0-d1.00-a0.10;640;8270;10133.211746;10442.000000;13;1;3600.044
i640213-r0-d1.00-a0.25;640;8270;9609.000000;9609.000000;9;1;196.749
i640213-r0-d1.00-a0.50;640;8270;8035.000000;8035.000000;66;1;189.737
i640213-r1-d0.25-a0.10;640;5168;11213.454930;11455.000000;67;1;3600.109
i640213-r1-d0.25-a0.25;640;5168;10877.000000;10877.000000;221;1;2951.326
i640213-r1-d0.25-a0.50;640;5168;9427.000000;9427.000000;34;1;139.749
i640213-r1-d0.50-a0.10;640;6202;10796.856273;11051.000000;24;1;3600.057
i640213-r1-d0.50-a0.25;640;6202;10403.625718;10455.000000;117;1;3600.059
i640213-r1-d0.50-a0.50;640;6202;8887.000000;8887.000000;13;1;103.395
i640213-r1-d0.75-a0.10;640;7236;10356.000000;10389.000000;107;1;3600.043
i640213-r1-d0.75-a0.25;640;7236;9780.000000;9780.000000;11;1;67.103
i640213-r1-d0.75-a0.50;640;7236;8187.000000;8187.000000;4;1;8.490
i640213-r1-d1.00-a0.10;640;8270;10168.517540;10380.000000;18;1;3600.033
i640213-r1-d1.00-a0.25;640;8270;9644.000000;9644.000000;0;1;18.177
i640213-r1-d1.00-a0.50;640;8270;8120.000000;8120.000000;23;1;104.081
i640214-r0-d0.25-a0.10;640;5168;11073.914289;11091.000000;144;1;3600.036
i640214-r0-d0.25-a0.25;640;5168;10474.000000;10474.000000;21;1;143.224
i640214-r0-d0.25-a0.50;640;5168;8892.000000;8892.000000;5;1;25.946
i640214-r0-d0.50-a0.10;640;6202;10778.711722;11056.000000;59;1;3600.060
i640214-r0-d0.50-a0.25;640;6202;10234.000000;10234.000000;55;1;328.809
i640214-r0-d0.50-a0.50;640;6202;8462.000000;8462.000000;7;1;21.400
i640214-r0-d0.75-a0.10;640;7236;10662.746227;10822.000000;27;1;3600.066
i640214-r0-d0.75-a0.25;640;7236;10001.000000;10001.000000;19;1;207.684
i640214-r0-d0.75-a0.50;640;7236;8236.000000;8236.000000;82;1;362.324
i640214-r0-d1.00-a0.10;640;8270;10515.131654;10773.000000;22;1;3600.043
i640214-r0-d1.00-a0.25;640;8270;9866.629894;9951.000000;69;1;3600.047
i640214-r0-d1.00-a0.50;640;8270;8030.000000;8030.000000;23;1;130.241
i640214-r1-d0.25-a0.10;640;5168;11116.000000;11116.000000;10;1;369.860
i640214-r1-d0.25-a0.25;640;5168;10549.000000;10549.000000;4;1;29.621
i640214-r1-d0.25-a0.50;640;5168;9011.000000;9011.000000;12;1;10.916
i640214-r1-d0.50-a0.10;640;6202;10901.000000;10901.000000;80;1;682.334
i640214-r1-d0.50-a0.25;640;6202;10235.000000;10235.000000;14;1;39.584
i640214-r1-d0.50-a0.50;640;6202;8462.000000;8462.000000;0;1;5.062
i640214-r1-d0.75-a0.10;640;7236;10771.373482;10801.000000;83;1;3600.048
i640214-r1-d0.75-a0.25;640;7236;10113.000000;10113.000000;34;1;943.409
i640214-r1-d0.75-a0.50;640;7236;8324.000000;8324.000000;9;1;76.331
i640214-r1-d1.00-a0.10;640;8270;10583.789741;10780.000000;37;1;3600.158
i640214-r1-d1.00-a0.25;640;8270;9974.902914;9998.000000;119;1;3600.054
i640214-r1-d1.00-a0.50;640;8270;8186.000000;8186.000000;34;1;119.889
i640215-r0-d0.25-a0.10;640;5168;11253.023879;11308.000000;73;1;3600.059
i640215-r0-d0.25-a0.25;640;5168;10806.000000;10806.000000;69;1;532.183
i640215-r0-d0.25-a0.50;640;5168;9185.000000;9185.000000;11;1;51.574
i640215-r0-d0.50-a0.10;640;6202;10898.077084;10949.000000;69;1;3600.052
i640215-r0-d0.50-a0.25;640;6202;10423.652437;10491.000000;127;1;3600.057
i640215-r0-d0.50-a0.50;640;6202;8789.000000;8789.000000;45;1;121.611
i640215-r0-d0.75-a0.10;640;7236;10664.410050;10732.000000;48;1;3600.058
i640215-r0-d0.75-a0.25;640;7236;10102.000000;10102.000000;95;1;1996.492
i640215-r0-d0.75-a0.50;640;7236;8317.000000;8317.000000;7;1;63.976
i640215-r0-d1.00-a0.10;640;8270;10462.799046;10703.000000;13;1;3600.145
i640215-r0-d1.00-a0.25;640;8270;9856.000000;9856.000000;58;1;1384.243
i640215-r0-d1.00-a0.50;640;8270;8024.000000;8024.000000;7;1;52.713
i640215-r1-d0.25-a0.10;640;5168;11328.504382;11539.000000;34;1;3600.046
i640215-r1-d0.25-a0.25;640;5168;10925.000000;10925.000000;85;1;855.368
i640215-r1-d0.25-a0.50;640;5168;9323.000000;9323.000000;9;1;16.114
i640215-r1-d0.50-a0.10;640;6202;11043.256207;11071.000000;147;1;3600.078
i640215-r1-d0.50-a0.25;640;6202;10532.000000;10532.000000;8;1;42.117
i640215-r1-d0.50-a0.50;640;6202;8851.000000;8851.000000;2;1;11.530
i640215-r1-d0.75-a0.10;640;7236;10772.000000;10772.000000;88;1;3420.165
i640215-r1-d0.75-a0.25;640;7236;10170.000000;10170.000000;50;1;727.298
i640215-r1-d0.75-a0.50;640;7236;8368.000000;8368.000000;0;1;4.367
i640215-r1-d1.00-a0.10;640;8270;10587.330524;10818.000000;13;1;3600.031
i640215-r1-d1.00-a0.25;640;8270;9972.518333;9995.000000;103;1;3600.038
i640215-r1-d1.00-a0.50;640;8270;8150.000000;8150.000000;7;1;32.763
i640221-r0-d0.25-a0.10;640;255600;8059.089728;8209.000000;0;1;3601.760
i640221-r0-d0.25-a0.25;640;255600;7087.093376;7301.000000;0;1;3605.816
i640221-r0-d0.25-a0.50;640;255600;5216.734180;5385.000000;1;1;3604.393
i640221-r0-d0.50-a0.10;640;306720;8012.884003;8379.000000;0;1;3604.094
i640221-r0-d0.50-a0.25;640;306720;7037.018432;7340.000000;0;1;3602.024
i640221-r0-d0.50-a0.50;640;306720;5173.642027;5387.000000;0;1;3626.294
i640221-r0-d0.75-a0.10;640;357840;7981.230324;8278.000000;0;1;3653.942
i640221-r0-d0.75-a0.25;640;357840;7000.294811;7206.000000;0;1;3602.581
i640221-r0-d0.75-a0.50;640;357840;5123.515191;5290.000000;0;1;3602.721
i640221-r0-d1.00-a0.10;640;408960;7951.405479;8147.000000;0;1;3609.518
i640221-r0-d1.00-a0.25;640;408960;6967.134786;7102.000000;0;1;3602.283
i640221-r0-d1.00-a0.50;640;408960;5099.586460;5225.000000;0;1;3602.535
i640221-r1-d0.25-a0.10;640;255600;8168.869182;8362.000000;0;1;3601.962
i640221-r1-d0.25-a0.25;640;255600;7182.468580;7321.000000;0;1;3601.896
i640221-r1-d0.25-a0.50;640;255600;5266.598914;5373.000000;2;1;3602.821
i640221-r1-d0.50-a0.10;640;306720;8033.971944;8195.000000;0;1;3602.196
i640221-r1-d0.50-a0.25;640;306720;7067.391323;7336.000000;0;1;3601.358
i640221-r1-d0.50-a0.50;640;306720;5204.344796;5407.000000;0;1;3609.976
i640221-r1-d0.75-a0.10;640;357840;8004.324528;8170.000000;0;1;3602.634
i640221-r1-d0.75-a0.25;640;357840;7030.518097;7240.000000;0;1;3602.055
i640221-r1-d0.75-a0.50;640;357840;5147.417257;5318.000000;0;1;3603.057
i640221-r1-d1.00-a0.10;640;408960;8120.485133;8424.000000;0;1;3602.736
i640221-r1-d1.00-a0.25;640;408960;7111.990401;7231.000000;0;1;3602.285
i640221-r1-d1.00-a0.50;640;408960;5195.887120;5361.000000;0;1;3602.499
i640222-r0-d0.25-a0.10;640;255600;8640.676210;8941.000000;0;1;3601.249
i640222-r0-d0.25-a0.25;640;255600;7599.000365;7953.000000;0;1;3621.931
i640222-r0-d0.25-a0.50;640;255600;5469.380840;5700.000000;0;1;3619.141
i640222-r0-d0.50-a0.10;640;306720;8592.218125;8794.000000;0;1;3601.840
i640222-r0-d0.50-a0.25;640;306720;7544.448667;7680.000000;0;1;3601.960
i640222-r0-d0.50-a0.50;640;306720;5410.709190;5595.000000;0;1;3602.134
i640222-r0-d0.75-a0.10;640;357840;8560.737473;8690.000000;0;1;3607.884
i640222-r0-d0.75-a0.25;640;357840;7501.593340;7618.000000;0;1;3602.809
i640222-r0-d0.75-a0.50;640;357840;5365.479591;5605.000000;0;1;3638.009
i640222-r0-d1.00-a0.10;640;408960;8535.112291;8607.000000;0;1;3638.112
i640222-r0-d1.00-a0.25;640;408960;7474.281660;7685.000000;0;1;3602.699
i640222-r0-d1.00-a0.50;640;408960;5340.798495;5622.000000;0;1;3614.099
i640222-r1-d0.25-a0.10;640;255600;8660.026135;8927.000000;0;1;3604.094
i640222-r1-d0.25-a0.25;640;255600;7622.815899;7863.000000;0;1;3603.989
i640222-r1-d0.25-a0.50;640;255600;5497.648388;5691.000000;2;1;3601.226
i640222-r1-d0.50-a0.10;640;306720;8614.578609;8780.000000;0;1;3608.262
i640222-r1-d0.50-a0.25;640;306720;7567.274127;7749.000000;0;1;3604.237
i640222-r1-d0.50-a0.50;640;306720;5439.573915;5587.000000;0;1;3602.384
i640222-r1-d0.75-a0.10;640;357840;8581.284477;8659.000000;0;1;3635.772
i640222-r1-d0.75-a0.25;640;357840;7530.547831;7686.000000;0;1;3602.225
i640222-r1-d0.75-a0.50;640;357840;5388.966292;5554.000000;0;1;3636.457
i640222-r1-d1.00-a0.10;640;408960;8552.284546;8782.000000;0;1;3626.880
i640222-r1-d1.00-a0.25;640;408960;7487.096254;7620.000000;0;1;3602.647
i640222-r1-d1.00-a0.50;640;408960;5355.474773;5547.000000;0;1;3601.885
i640223-r0-d0.25-a0.10;640;255600;8833.787786;9073.000000;0;1;3608.331
i640223-r0-d0.25-a0.25;640;255600;7758.874400;7909.000000;0;1;3601.787
i640223-r0-d0.25-a0.50;640;255600;5578.782828;5758.000000;0;1;3601.993
i640223-r0-d0.50-a0.10;640;306720;8789.294439;9083.000000;0;1;3602.583
i640223-r0-d0.50-a0.25;640;306720;7700.407739;7846.000000;0;1;3602.454
i640223-r0-d0.50-a0.50;640;306720;5515.364172;5702.000000;0;1;3601.721
i640223-r0-d0.75-a0.10;640;357840;8748.261427;9049.000000;0;1;3602.872
i640223-r0-d0.75-a0.25;640;357840;7655.188901;7875.000000;0;1;3602.409
i640223-r0-d0.75-a0.50;640;357840;5469.599139;5667.000000;0;1;3602.587
i640223-r0-d1.00-a0.10;640;408960;8718.272527;8926.000000;0;1;3632.624
i640223-r0-d1.00-a0.25;640;408960;7624.327834;7885.000000;0;1;3603.506
i640223-r0-d1.00-a0.50;640;408960;5433.369927;5616.000000;0;1;3615.690
i640223-r1-d0.25-a0.10;640;255600;8861.674685;8982.000000;0;1;3601.483
i640223-r1-d0.25-a0.25;640;255600;7790.127573;7971.000000;0;1;3601.639
i640223-r1-d0.25-a0.50;640;255600;5604.455351;5827.000000;0;1;3625.411
i640223-r1-d0.50-a0.10;640;306720;8804.263143;8914.000000;0;1;3602.140
i640223-r1-d0.50-a0.25;640;306720;7720.369200;7770.000000;0;1;3601.688
i640223-r1-d0.50-a0.50;640;306720;5536.948331;5677.000000;1;1;3602.125
i640223-r1-d0.75-a0.10;640;357840;8762.856257;8953.000000;0;1;3607.833
