name;class;int;asym;n;m;t;tr;f1;pn;pm;pt;ptr;pf1;ptime;rootlb;rootub;rootgap;roots;proots;oroots;avgn;avgm;avgt;avgtr;avgf1;roottime;bbnodes;lb;ub;gap;d1;d2;ma;ms;ss;lc;nr;boundbased;heurtime;heurbbtime;timeBest;time;memout;p_supportg;p_heurbb;p_heureps;p_heurroots;p_heurbbtimelim;p_perturbheur;p_strongbounds;p_nodeselect;p_branchtype;p_guide;p_d1;p_d2;p_ma;p_ms;p_ss;p_lc;p_nr;p_boundbased
a1400RandGraph.1.2;random;0;0;1400;22384;1400;225;0;1313;21453;138;138;0;0.016;0.000000;811.313471;100.000000;0;0;-1100061384;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;811.313471;100.000000;0;0;87;0;0;583;0;0;0.025;0.000;0.070;0.071;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.1.5;random;0;0;1400;22452;1400;447;0;1073;14479;120;120;0;0.027;0.000000;939.973413;100.000000;0;0;-1321063221;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;939.973413;100.000000;0;0;327;0;0;1477;0;0;0.012;0.000;0.060;0.071;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.2;random;0;0;1400;22200;1400;679;0;784;7737;63;63;0;0.028;0.000000;1052.725312;100.000000;0;0;-824634;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1052.725312;100.000000;0;0;616;0;0;1183;0;0;0.006;0.000;0.078;0.083;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1400RandGraph.3;random;0;0;1400;22526;1400;924;0;496;2714;20;20;0;0.043;0.000000;1158.955344;100.000000;0;0;1169330616;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1158.955344;100.000000;0;0;904;0;0;1114;0;0;0.003;0.000;0.083;0.085;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.1.2;random;0;0;1600;25738;1600;270;0;1488;24740;158;158;0;0.020;0.000000;945.211663;100.000000;0;0;2035745779;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;945.211663;100.000000;0;0;112;0;0;652;0;0;0.031;0.000;0.056;0.072;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.1.5;random;0;0;1600;25478;1600;513;0;1188;15171;101;101;0;0.038;0.000000;1079.564211;100.000000;0;0;1899956093;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1079.564211;100.000000;0;0;412;0;0;1673;0;0;0.011;0.000;0.066;0.069;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.2;random;0;0;1600;25558;1600;768;0;889;8087;57;57;0;0.045;0.000000;1217.952627;100.000000;0;0;1025569471;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1217.952627;100.000000;0;0;711;0;0;1675;0;0;0.006;0.000;0.070;0.073;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1600RandGraph.3;random;0;0;1600;25926;1600;1076;0;545;2835;21;21;0;0.049;0.000000;1351.983774;100.000000;0;0;1651741343;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1351.983774;100.000000;0;0;1055;0;0;1261;0;0;0.004;0.000;0.071;0.074;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.1.2;random;0;0;1800;28946;1800;310;0;1656;27425;166;166;0;0.022;0.000000;1061.638927;100.000000;0;0;133315785;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1061.638927;100.000000;0;0;144;0;0;853;0;0;0.031;0.000;0.054;0.077;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.1.5;random;0;0;1800;28444;1800;611;0;1311;16736;122;122;0;0.042;0.000000;1220.051023;100.000000;0;0;1923045837;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1220.051023;100.000000;0;0;489;0;0;1688;0;0;0.013;0.000;0.092;0.103;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.2;random;0;0;1800;28658;1800;891;0;974;8874;65;65;0;0.053;0.000000;1365.070467;100.000000;0;0;777904477;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1365.070467;100.000000;0;0;826;0;0;1862;0;0;0.007;0.000;0.095;0.101;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a1800RandGraph.3;random;0;0;1800;29062;1800;1192;0;638;3482;30;30;0;0.051;0.000000;1507.276431;100.000000;0;0;-1792478831;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1507.276431;100.000000;0;0;1162;0;0;1364;0;0;0.005;0.000;0.091;0.095;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
a2000RandGraph.1.2;random;0;0;2000;32016;2000;313;0;1875;31104;188;188;0;0.024;0.000000;1152.933162;100.000000;0;0;646512837;-1.000;-1.000;-1.000;-1.000;-1.000;0.000;0;0.000000;1152.933162;100.000000;0;0;125;0;0;564;0;0;0.043;0.000;0.072;0.106;0;0;0;0.000000;10;10;0;10;0;0;1;1;1;1;1;1;1;1;1
